Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Responsables Inscriptos;48,40;221,71;Fija;305,72;124146,00;Provincia de Santiago del Estero;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Formosa;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Tucumán;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Responsables Inscriptos;48,40;221,71;Fija;305,72;124146,00;Provincia del Chaco;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Santa Fe;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Entre Ríos;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;221,71;Fija;305,72;124146,00;Provincia de Tucumán;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;221,71;Fija;305,72;124146,00;Provincia de Formosa;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Monotributistas;48,40;221,71;Fija;305,72;124146,00;Provincia de Santa Fe;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Corrientes;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Santiago del Estero;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Responsables Inscriptos;48,40;221,71;Fija;305,72;124146,00;Provincia de Formosa;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Santiago del Estero;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Monotributistas;48,40;221,71;Fija;305,72;124146,00;Provincia de Formosa;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Mendoza;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Formosa;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Santiago del Estero;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia del Chaco;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Santiago del Estero;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia del Chaco;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Santiago del Estero;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Formosa;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Mendoza;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Formosa;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Empleados públicos;48,40;221,71;Fija;305,72;124146,00;Provincia de Santa Fe;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Empleados públicos;48,40;221,71;Fija;305,72;124146,00;Provincia de Formosa;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Responsables Inscriptos;48,40;221,71;Fija;305,72;124146,00;Provincia de Tucumán;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Formosa;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Mendoza;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Monotributistas;48,40;221,71;Fija;305,72;124146,00;Provincia del Chaco;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Empleados públicos;48,40;221,71;Fija;305,72;124146,00;Provincia de Santiago del Estero;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Entre Ríos;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Mendoza;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Entre Ríos;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Monotributistas;48,40;221,71;Fija;305,72;124146,00;Provincia de Santiago del Estero;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Corrientes;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;221,71;Fija;305,72;124146,00;Provincia de Santiago del Estero;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia del Chaco;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Santiago del Estero;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Empleados públicos;48,40;221,71;Fija;305,72;124146,00;Provincia del Chaco;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Misiones;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Corrientes;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;221,71;Fija;305,72;124146,00;Provincia de Santa Fe;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia del Chaco;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de San Juan;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;221,71;Fija;305,72;124146,00;Provincia de Corrientes;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Responsables Inscriptos;48,40;221,71;Fija;305,72;124146,00;Provincia del Neuquén;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;221,71;Fija;305,72;124146,00;Provincia del Chaco;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia del Neuquén;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Corrientes;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia del Neuquén;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Entre Ríos;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de San Juan;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Corrientes;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de San Juan;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Responsables Inscriptos;48,40;221,71;Fija;305,72;124146,00;Provincia de Corrientes;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de San Juan;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Entre Ríos;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia del Neuquén;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Empleados públicos;48,40;221,71;Fija;305,72;124146,00;Provincia de Corrientes;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia del Neuquén;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia del Chaco;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia del Neuquén;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Entre Ríos;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de San Juan;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Entre Ríos;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia del Neuquén;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Corrientes;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Monotributistas;48,40;221,71;Fija;305,72;124146,00;Provincia del Neuquén;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Entre Ríos;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de San Juan;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia del Chaco;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de San Juan;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Monotributistas;48,40;221,71;Fija;305,72;124146,00;Provincia de Corrientes;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de San Juan;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Tucumán;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Responsables Inscriptos;48,40;221,71;Fija;305,72;124146,00;Provincia de Río Negro;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Córdoba;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;221,71;Fija;305,72;124146,00;Provincia de Salta;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Córdoba;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Monotributistas;48,40;221,71;Fija;305,72;124146,00;Provincia de Salta;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Córdoba;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Río Negro;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Catamarca;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Río Negro;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;221,71;Fija;305,72;124146,00;Provincia de Córdoba;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Río Negro;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Catamarca;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Río Negro;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Catamarca;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Río Negro;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Responsables Inscriptos;48,40;221,71;Fija;305,72;124146,00;Provincia de Catamarca;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;221,71;Fija;305,72;124146,00;Provincia de Río Negro;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Monotributistas;48,40;221,71;Fija;305,72;124146,00;Provincia de Catamarca;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Salta;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Empleados públicos;48,40;221,71;Fija;305,72;124146,00;Provincia de Catamarca;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de San Juan;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Catamarca;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Beneficiarios de cuentas de la seguridad social;48,40;221,71;Fija;305,72;124146,00;Provincia de Salta;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Córdoba;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Salta;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Catamarca;
55100;BAZAR AVENIDA S.A.;2025-12-26;PRESTAMOS PERSONALES;PRESTAMOS PERSONALES;Pesos;5000000;5000;24;10000;12;79;20,00;Personas humanas en relación de dependencia;48,40;696,35;Fija;1082,79;203667,00;Provincia de Salta;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Empleados públicos;48,40;221,71;Fija;305,72;124146,00;Provincia de Córdoba;
55100;BAZAR AVENIDA S.A.;2025-12-26;CREDITO TRADICIONAL;CREDITO TRADICIONAL;Pesos;3850000;5000;24;10000;12;79;20,00;Personas humanas Monotributistas;48,40;221,71;Fija;305,72;124146,00;Provincia de Río Negro;
